SPOE;BZ;OEVP;WBER;FPOE;WIFF;GRUE;SLP;GFW;FREIE;M;ANDAS;NEOS;SPR;ABG.;UNG.;WWW;WK
27;1;15;0;14;0;10;0;0;0;0;1;9;0;80;4;0;1
128;1;75;715;86;0;40;0;0;0;0;4;44;1;387;10;0;1
141;1;67;686;106;0;38;0;0;0;0;5;40;2;403;6;0;1
173;1;62;663;74;0;48;0;0;0;0;6;22;3;402;12;5;1
55;1;36;332;45;0;21;0;3;0;0;2;13;4;178;3;0;1
112;1;103;805;101;0;44;0;2;0;0;6;48;5;419;3;0;1
92;1;57;571;61;0;38;0;4;0;0;1;44;6;308;9;2;1
102;1;71;611;67;0;26;0;1;0;0;1;32;7;311;11;0;1
106;1;57;590;70;0;27;0;0;0;0;2;47;8;317;6;2;1
145;1;63;786;95;0;59;0;0;0;0;3;60;9;436;11;0;1
149;1;60;732;73;0;72;0;1;0;0;1;32;10;391;3;0;1
83;1;61;485;57;0;36;0;0;1;0;1;20;11;260;1;0;1
108;1;78;656;81;0;38;0;1;0;0;2;57;12;372;7;0;1
98;1;62;570;80;0;34;0;0;0;0;1;28;13;313;10;0;1
90;1;63;539;72;0;56;0;0;0;0;1;39;14;330;8;1;1
176;1;70;774;113;0;59;0;0;0;0;3;49;15;475;5;0;1
107;1;54;515;49;0;40;0;1;2;0;4;21;16;287;9;0;1
124;1;62;737;92;0;56;0;1;0;0;5;47;17;393;6;0;1
106;1;59;562;62;0;33;0;0;0;0;2;37;18;304;5;0;1
740;1;533;0;467;0;277;0;4;2;0;6;273;19;2336;30;4;1
36;4;15;0;24;0;26;0;0;0;0;0;9;0;112;2;0;1
196;4;86;872;100;0;89;0;0;1;0;3;64;1;551;11;1;1
174;4;57;1030;90;0;57;0;4;2;0;4;62;2;456;6;0;1
152;4;69;820;75;0;78;0;0;0;0;2;63;3;445;6;0;1
216;4;49;946;96;0;79;0;5;0;0;3;76;4;540;16;0;1
201;4;30;846;79;0;116;0;3;0;0;7;53;5;506;15;2;1
243;4;59;963;98;0;132;0;0;0;0;7;44;6;594;10;1;1
218;4;60;978;92;0;110;0;0;0;0;5;75;7;577;16;1;1
186;4;69;965;109;0;127;0;1;0;0;11;53;8;563;6;1;1
234;4;53;900;125;0;100;0;0;0;0;6;45;9;594;29;2;1
179;4;44;708;77;0;77;0;0;0;0;3;25;10;450;44;1;1
163;4;48;730;86;0;81;0;0;0;0;1;40;11;431;12;0;1
196;4;23;722;122;0;34;0;1;0;0;2;22;12;409;9;0;1
188;4;57;979;117;0;115;0;0;1;0;13;44;13;557;22;0;1
191;4;56;856;96;0;108;0;0;1;0;9;51;14;534;17;5;1
125;4;39;596;60;0;56;0;2;1;0;3;36;15;336;14;0;1
134;4;46;718;93;0;83;0;0;1;0;7;34;16;405;7;0;1
233;4;44;960;116;0;79;0;2;1;0;11;56;17;568;26;0;1
207;4;65;984;123;0;121;0;1;0;0;4;35;18;580;23;1;1
217;4;69;1053;120;0;119;0;2;0;0;16;58;19;635;33;1;1
191;4;65;912;119;0;117;0;1;1;0;7;44;20;572;26;1;1
198;4;62;934;98;0;77;0;1;0;0;6;48;21;512;22;0;1
205;4;100;1073;114;0;98;0;0;0;0;8;66;22;595;4;0;1
164;4;32;674;101;0;53;0;3;0;0;6;21;23;383;2;1;1
1356;4;554;0;579;0;816;0;1;2;0;35;403;24;3787;37;4;1
53;5;16;0;27;0;29;0;0;1;0;2;14;0;144;2;0;1
140;5;30;575;50;0;90;0;0;0;0;5;20;1;339;2;2;1
138;5;38;687;75;0;84;0;2;0;0;5;36;2;393;14;1;1
278;5;47;1129;102;0;154;0;3;1;0;21;46;3;664;9;3;1
278;5;60;1170;108;0;159;0;2;0;0;11;44;4;674;12;0;1
149;5;15;688;72;0;101;0;1;0;0;13;39;5;402;11;1;1
195;5;42;707;99;0;70;0;1;1;0;8;23;6;452;11;2;1
102;5;33;518;77;0;63;0;1;1;0;4;23;7;319;15;0;1
186;5;46;723;84;0;90;0;1;1;0;8;32;8;459;11;0;1
205;5;26;813;116;0;98;0;0;0;0;7;51;9;513;9;1;1
138;5;21;702;57;0;100;0;4;1;0;8;19;10;364;16;0;1
183;5;28;670;72;0;87;0;1;0;0;9;22;11;413;10;1;1
189;5;15;657;83;0;49;0;2;1;0;11;8;12;368;9;1;1
196;5;21;723;93;0;80;0;6;1;0;17;27;13;450;7;2;1
132;5;30;708;82;0;86;0;1;0;0;2;36;14;375;6;0;1
128;5;28;561;62;0;52;0;2;0;0;5;24;15;311;10;0;1
203;5;24;864;108;0;90;0;11;1;0;8;31;16;488;12;0;1
200;5;44;904;89;0;131;0;4;0;0;9;38;17;528;12;1;1
340;5;32;1104;167;0;59;0;12;0;0;5;23;18;656;17;1;1
206;5;47;987;133;0;87;0;4;1;0;7;19;19;541;36;1;1
185;5;31;599;87;0;24;0;2;0;0;5;12;20;354;7;1;1
170;5;3;596;111;0;10;0;6;0;0;3;10;21;322;9;0;1
223;5;58;993;154;0;80;0;7;0;0;12;35;22;578;9;0;1
233;5;24;1108;172;0;75;0;10;2;0;10;20;23;564;16;2;1
243;5;15;940;167;0;26;0;13;0;0;4;9;24;484;5;2;1
188;5;34;908;123;0;94;0;6;0;0;4;43;25;505;12;1;1
151;5;18;559;62;0;62;0;1;0;0;4;21;26;343;23;1;1
237;5;21;913;132;0;75;0;4;1;0;10;30;27;526;15;1;1
201;5;32;873;78;0;120;0;3;2;0;11;37;28;505;19;2;1
98;5;18;398;41;0;43;0;4;0;0;3;20;29;229;1;1;1
204;5;56;994;125;0;90;0;4;0;0;4;20;30;520;17;0;1
177;5;15;756;122;0;16;0;18;1;0;4;7;31;365;4;1;1
251;5;20;884;173;0;18;0;14;1;0;6;6;32;502;9;4;1
218;5;42;834;118;0;55;0;8;0;0;7;29;33;485;7;1;1
104;5;15;414;45;0;38;0;3;1;0;2;10;34;230;11;1;1
259;5;40;1072;179;0;90;0;3;1;0;6;28;35;618;10;2;1
188;5;41;851;122;0;86;0;2;1;0;5;24;36;492;21;2;1
119;5;41;629;70;0;60;0;0;1;0;7;32;37;338;8;0;1
195;5;42;815;82;0;121;0;1;1;0;7;38;38;493;4;2;1
253;5;44;1021;126;0;101;0;1;0;0;12;52;39;596;7;0;1
106;5;29;579;78;0;70;0;6;3;0;8;27;40;343;15;1;1
0;5;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;1
1864;5;422;0;861;0;1023;0;12;1;0;77;342;42;4644;36;6;1
53;6;14;0;27;0;23;0;0;0;0;1;10;0;130;2;0;1
151;6;38;619;64;0;92;0;1;0;0;2;27;1;379;4;0;1
156;6;41;732;113;0;69;0;0;0;0;6;29;2;422;7;1;1
199;6;52;895;123;0;118;0;0;0;0;4;47;3;544;1;0;1
178;6;33;736;77;0;100;0;1;1;0;6;33;4;431;2;0;1
131;6;23;634;95;0;42;0;1;0;0;1;24;5;322;5;0;1
190;6;29;812;95;0;98;0;2;0;0;16;35;6;470;3;2;1
163;6;35;698;66;0;111;0;0;1;0;10;28;7;417;3;0;1
118;6;79;591;48;0;75;0;0;0;0;5;16;8;343;2;0;1
151;6;46;694;79;0;115;0;1;0;0;4;34;9;437;7;0;1
169;6;51;791;92;0;100;0;0;1;0;6;34;10;457;4;0;1
162;6;43;678;46;0;102;0;2;1;0;3;22;11;388;7;0;1
209;6;53;856;84;0;142;0;1;2;0;7;59;12;567;10;0;1
180;6;52;718;77;0;99;0;0;0;0;6;30;13;448;1;3;1
178;6;41;678;95;0;54;0;0;0;0;5;30;14;417;14;0;1
182;6;37;715;93;0;94;0;0;1;0;10;31;15;459;10;1;1
170;6;34;1049;96;0;85;0;2;2;0;5;37;16;443;12;0;1
151;6;39;691;68;0;102;0;1;0;0;5;48;17;414;0;0;1
155;6;31;696;104;0;73;0;0;0;0;7;24;18;400;6;0;1
119;6;38;608;67;0;88;0;1;0;0;8;43;19;371;7;0;1
174;6;50;766;77;0;90;0;3;0;0;3;43;20;446;5;1;1
183;6;57;749;57;0;104;0;3;2;0;6;40;21;460;8;0;1
187;6;24;673;72;0;78;0;0;0;0;3;32;22;413;16;1;1
139;6;28;505;55;0;47;0;5;0;0;2;15;23;293;2;0;1
124;6;30;531;62;0;71;0;0;0;0;7;22;24;327;9;2;1
181;6;40;808;55;0;118;0;0;0;0;5;32;25;442;10;1;1
154;6;44;741;76;0;112;0;2;1;0;10;35;26;444;9;1;1
190;6;35;835;71;0;134;0;2;0;0;6;28;27;474;7;1;1
210;6;43;934;142;0;88;0;1;4;0;12;30;28;537;7;0;1
1282;6;402;0;509;0;884;0;3;1;0;36;331;29;3479;28;3;1
40;7;8;0;19;0;21;0;0;0;0;0;7;0;95;0;0;2
155;7;54;753;58;0;111;0;1;0;0;4;48;1;443;11;1;2
113;7;19;470;42;0;80;0;0;0;0;2;31;2;294;6;1;2
123;7;46;626;47;0;105;0;0;0;0;5;43;3;376;7;0;2
104;7;30;478;51;0;89;0;0;0;0;3;26;4;308;4;1;2
102;7;21;550;43;0;75;0;2;0;0;3;19;5;278;13;0;2
162;7;36;750;60;0;116;0;1;0;0;14;44;6;446;13;0;2
143;7;37;722;64;0;157;0;1;0;0;9;33;7;460;15;1;2
121;7;28;575;61;0;102;0;1;0;0;8;31;8;359;7;0;2
143;7;44;724;59;0;131;0;2;0;0;6;46;9;439;7;1;2
163;7;51;741;64;0;103;0;1;0;0;5;42;10;438;9;0;2
149;7;37;641;55;0;110;0;1;0;0;5;36;11;400;7;0;2
193;7;42;883;83;0;131;0;0;0;0;9;51;12;519;9;1;2
178;7;47;810;66;0;141;0;0;0;0;7;37;13;489;12;1;2
206;7;34;793;115;0;84;0;0;0;0;6;28;14;485;10;2;2
187;7;38;611;60;0;72;0;0;0;0;6;25;15;402;13;1;2
121;7;22;533;68;0;77;0;1;0;0;3;15;16;315;8;0;2
154;7;20;710;72;0;123;0;0;0;0;7;25;17;417;16;0;2
136;7;35;633;66;0;82;0;0;0;0;5;29;18;373;20;0;2
151;7;62;791;76;0;131;0;2;0;0;3;58;19;495;10;2;2
164;7;34;688;54;0;117;0;0;0;0;11;42;20;445;23;0;2
169;7;40;752;89;0;125;0;3;0;0;2;38;21;472;5;1;2
151;7;22;707;63;0;82;0;1;0;0;6;34;22;364;5;0;2
162;7;20;680;61;0;101;0;3;0;0;5;26;23;381;3;0;2
157;7;45;734;83;0;132;0;0;0;0;6;37;24;469;4;5;2
146;7;35;762;65;0;120;0;2;0;0;12;24;25;416;8;4;2
161;7;32;681;56;0;106;0;2;0;0;13;27;26;407;10;0;2
145;7;32;618;56;0;96;0;2;0;0;4;26;27;370;7;2;2
152;7;22;711;66;0;88;0;0;0;0;3;37;28;375;5;2;2
114;7;31;613;56;0;96;0;1;0;0;6;36;29;347;5;2;2
166;7;32;724;58;0;141;0;2;0;0;6;29;30;455;20;1;2
1391;7;401;0;587;0;992;0;1;0;0;54;374;31;3834;33;1;2
27;8;11;0;16;0;27;0;0;0;0;4;10;0;100;5;0;2
111;8;50;467;57;0;52;0;0;0;0;4;29;1;310;7;0;2
120;8;59;596;65;0;60;0;0;0;0;11;46;2;370;9;0;2
110;8;35;501;70;0;51;0;1;0;0;4;28;3;308;9;0;2
173;8;83;800;82;0;115;0;1;0;0;2;45;4;509;8;0;2
128;8;66;741;67;0;78;0;0;0;0;11;49;5;413;14;0;2
142;8;70;743;82;0;88;0;1;0;0;4;52;6;443;1;3;2
172;8;52;731;73;0;84;0;0;0;0;7;44;7;444;11;1;2
178;8;73;868;87;0;103;0;1;0;0;11;35;8;494;6;0;2
198;8;62;839;70;0;131;0;2;0;0;10;39;9;517;4;1;2
150;8;50;724;78;0;99;0;1;0;0;6;49;10;434;1;0;2
159;8;49;804;100;0;105;0;0;0;0;6;63;11;490;8;0;2
136;8;42;561;49;0;81;0;0;0;0;4;33;12;356;7;4;2
140;8;36;524;62;0;58;0;0;0;0;4;39;13;351;12;0;2
175;8;92;793;68;0;90;0;0;0;0;7;58;14;496;5;1;2
164;8;90;807;88;0;95;0;0;0;0;6;55;15;512;14;0;2
170;8;49;724;67;0;89;0;2;0;0;2;33;16;423;11;0;2
147;8;55;710;93;0;113;0;0;0;0;10;32;17;450;0;0;2
199;8;82;837;91;0;88;0;1;0;0;6;29;18;506;8;2;2
138;8;53;626;63;0;95;0;0;0;0;5;24;19;385;5;2;2
164;8;52;760;76;0;117;0;0;0;0;12;37;20;463;5;0;2
198;8;68;876;95;0;92;0;1;0;0;10;54;21;524;5;1;2
172;8;44;789;94;0;102;0;2;0;0;11;21;22;456;10;0;2
1066;8;522;0;448;0;652;0;1;0;0;30;310;23;3056;24;3;2
48;9;17;0;27;0;32;0;0;0;0;3;7;0;135;1;0;2
167;9;56;762;78;0;89;0;0;0;0;8;59;1;461;3;1;2
149;9;53;624;68;0;76;0;0;0;0;5;46;2;400;3;0;2
231;9;46;828;74;0;93;0;1;0;0;12;36;3;504;6;5;2
177;9;47;708;84;0;85;0;0;0;0;1;48;4;446;4;0;2
170;9;47;674;78;0;76;0;1;0;0;3;21;5;408;12;0;2
164;9;52;709;79;0;84;0;5;0;0;2;61;6;452;5;0;2
198;9;54;706;69;0;58;0;0;0;0;6;25;7;420;10;0;2
178;9;50;777;86;0;78;0;1;0;0;8;28;8;454;24;1;2
171;9;49;707;71;0;90;0;1;0;0;7;42;9;437;6;0;2
131;9;37;659;70;0;103;0;1;0;0;9;46;10;408;11;0;2
167;9;17;602;87;0;28;0;1;0;0;3;18;11;332;10;1;2
193;9;45;835;80;0;98;0;2;0;0;3;44;12;471;4;2;2
246;9;43;979;152;0;96;0;1;0;0;9;21;13;577;8;1;2
248;9;35;967;131;0;86;0;10;0;0;9;29;14;554;5;1;2
199;9;36;846;109;0;86;0;2;0;0;9;39;15;488;7;1;2
187;9;25;904;111;0;92;0;3;0;0;10;43;16;474;3;0;2
150;9;39;729;81;0;72;0;0;0;0;3;28;17;377;3;1;2
165;9;39;790;115;0;78;0;1;0;0;5;36;18;447;7;1;2
173;9;42;740;78;0;91;0;0;0;0;4;44;19;439;6;1;2
142;9;39;669;69;0;81;0;3;0;0;5;33;20;386;14;0;2
169;9;48;769;79;0;86;0;4;0;0;15;36;21;456;18;1;2
174;9;55;844;120;0;99;0;1;0;0;6;45;22;507;7;0;2
200;9;63;911;78;0;131;0;2;0;0;5;50;23;539;10;0;2
178;9;56;857;112;0;112;0;0;0;0;9;48;24;533;18;0;2
180;9;83;907;86;0;100;0;1;0;0;13;70;25;544;11;0;2
149;9;55;739;70;0;111;0;0;0;0;0;58;26;459;15;1;2
162;9;56;764;83;0;95;0;1;0;0;7;48;27;464;12;0;2
135;9;60;717;74;0;97;0;0;0;0;5;50;28;425;3;1;2
162;9;71;728;57;0;80;0;0;0;0;6;53;29;436;5;2;2
157;9;80;800;72;0;63;0;0;0;0;3;63;30;450;12;0;2
158;9;60;757;100;0;71;0;2;0;0;4;37;31;438;6;0;2
188;9;50;837;84;0;115;0;3;0;0;4;55;32;509;9;1;2
121;9;28;519;44;0;50;0;2;0;0;4;29;33;284;6;0;2
120;9;27;632;76;0;68;0;0;0;0;8;42;34;345;4;0;2
0;9;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;2
0;9;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;2
1772;9;640;0;782;0;1066;0;9;0;0;55;465;37;4828;32;7;2
114;2;14;0;63;0;47;0;0;0;0;4;15;0;261;4;0;3
168;2;24;762;48;0;145;0;2;0;0;15;31;1;443;9;1;3
149;2;13;568;61;0;55;0;1;0;0;9;17;2;307;2;0;3
171;2;41;713;59;0;128;0;1;0;0;10;34;3;450;5;1;3
124;2;26;532;60;0;51;0;3;0;0;8;18;4;303;12;1;3
111;2;28;539;72;0;70;0;0;0;0;5;27;5;328;15;0;3
105;2;26;520;76;0;56;0;3;0;0;4;14;6;289;5;0;3
126;2;16;528;60;0;68;0;1;0;0;10;13;7;303;8;1;3
134;2;23;582;58;0;85;0;4;0;0;6;28;8;342;2;2;3
185;2;25;682;65;0;93;0;5;0;0;8;31;9;434;21;1;3
123;2;13;485;38;0;89;0;0;0;0;5;20;10;291;3;0;3
110;2;19;522;51;0;74;0;1;0;0;3;12;11;276;6;0;3
169;2;24;600;77;0;61;0;1;0;0;2;14;12;354;5;1;3
155;2;28;596;82;0;75;0;2;0;0;5;23;13;377;5;2;3
162;2;42;694;72;0;100;0;3;0;0;5;31;14;425;8;2;3
75;2;15;373;35;0;40;0;0;0;0;4;16;15;194;8;1;3
219;2;43;805;82;0;56;0;0;0;0;6;24;16;448;17;1;3
145;2;21;657;72;0;48;0;0;0;0;5;34;17;337;10;2;3
109;2;22;527;65;0;42;0;1;0;0;6;20;18;270;5;0;3
215;2;25;692;63;0;52;0;3;0;0;3;21;19;393;10;1;3
132;2;30;547;60;0;63;0;0;0;0;5;32;20;330;8;0;3
152;2;22;581;69;0;72;0;1;0;0;7;18;21;351;10;0;3
171;2;43;709;89;0;63;0;1;0;0;6;29;22;408;6;0;3
121;2;23;498;57;0;47;0;1;0;0;3;20;23;287;14;1;3
145;2;15;531;79;0;54;0;1;0;0;5;12;24;322;11;0;3
107;2;23;445;58;0;48;0;0;0;0;2;13;25;258;6;1;3
145;2;26;580;57;0;97;0;1;0;0;10;37;26;377;4;0;3
139;2;20;595;71;0;82;0;4;0;0;2;12;27;339;9;0;3
199;2;19;725;79;0;93;0;1;0;0;12;24;28;443;15;1;3
139;2;27;660;77;0;97;0;3;0;0;6;28;29;381;3;1;3
146;2;37;573;49;0;67;0;1;0;0;6;21;30;336;9;0;3
152;2;17;542;59;0;57;0;5;0;0;9;18;31;324;7;0;3
135;2;26;520;67;0;60;0;1;0;0;3;19;32;324;13;0;3
137;2;12;480;107;0;15;0;2;0;0;1;6;33;287;7;0;3
145;2;15;569;77;0;58;0;6;0;0;6;8;34;318;3;0;3
129;2;10;547;84;0;81;0;5;0;0;7;18;35;340;4;2;3
96;2;19;405;54;0;43;0;4;0;0;6;7;36;235;3;3;3
121;2;19;501;55;0;57;0;3;0;0;1;18;37;280;4;2;3
148;2;29;622;74;0;69;0;2;0;0;4;25;38;351;0;0;3
87;2;16;488;54;0;60;0;1;0;0;5;19;39;250;8;0;3
125;2;9;548;55;0;56;0;5;0;0;3;17;40;272;2;0;3
94;2;29;438;75;0;37;0;0;0;0;6;19;41;275;14;1;3
67;2;14;315;56;0;35;0;2;0;0;2;6;42;188;6;0;3
113;2;22;571;86;0;64;0;2;0;0;14;15;43;321;5;0;3
164;2;28;657;76;0;60;0;2;0;0;17;26;44;381;8;0;3
110;2;29;517;65;0;50;0;1;0;0;5;33;45;298;4;1;3
139;2;34;555;54;0;68;0;0;0;0;9;23;46;339;10;2;3
131;2;29;542;65;0;56;0;2;0;0;7;29;47;331;12;0;3
138;2;34;542;81;0;59;0;1;0;0;2;32;48;351;4;0;3
135;2;7;439;51;0;21;0;3;0;0;6;14;49;248;11;0;3
122;2;29;500;54;0;46;0;1;0;0;3;17;50;287;15;0;3
101;2;15;439;69;0;21;0;0;0;0;4;13;51;244;20;1;3
154;2;11;584;124;0;16;0;4;0;0;6;4;52;337;17;1;3
131;2;15;506;64;0;33;0;0;0;0;4;9;53;268;12;0;3
131;2;7;596;95;0;29;0;5;0;0;9;5;54;298;15;2;3
150;2;22;569;66;0;51;0;3;0;0;3;11;55;314;6;2;3
72;2;12;478;73;0;64;0;4;0;0;15;10;56;259;9;0;3
76;2;10;475;61;0;77;0;2;0;0;10;12;57;254;6;0;3
115;2;31;595;86;0;65;0;7;0;0;9;24;58;345;5;3;3
130;2;10;578;91;0;61;0;0;0;0;7;19;59;320;2;0;3
61;2;9;319;45;0;41;0;0;0;0;2;11;60;171;1;1;3
107;2;22;562;98;0;62;0;0;0;0;11;15;61;323;6;2;3
100;2;18;524;84;0;50;0;4;0;0;3;24;62;300;17;0;3
120;2;19;521;63;0;44;0;1;0;0;7;15;63;283;14;0;3
167;2;19;723;92;0;111;0;4;0;0;6;26;64;433;7;1;3
135;2;8;570;92;0;36;0;7;0;0;8;12;65;303;4;1;3
118;2;18;452;79;0;18;0;1;0;0;5;6;66;271;26;0;3
117;2;15;515;71;0;56;0;2;0;0;4;9;67;283;8;1;3
64;2;18;372;57;0;34;0;2;0;0;3;14;68;195;3;0;3
121;2;19;535;80;0;18;0;18;0;0;5;15;69;291;14;1;3
205;2;19;649;122;0;11;0;21;0;0;2;7;70;401;14;0;3
179;2;17;715;163;0;26;0;13;0;0;8;13;71;435;14;2;3
200;2;16;748;142;0;25;0;18;0;0;4;17;72;447;25;0;3
148;2;7;605;129;0;26;0;5;0;0;6;5;73;337;8;3;3
104;2;8;408;97;0;13;0;3;0;0;1;6;74;237;4;1;3
132;2;8;422;102;0;5;0;6;0;0;2;2;75;275;18;0;3
139;2;24;543;89;0;47;0;5;0;0;4;18;76;330;4;0;3
188;2;19;843;203;0;23;0;2;0;0;2;8;77;454;9;0;3
161;2;17;694;135;0;20;0;12;0;0;4;3;78;357;3;2;3
313;2;33;838;156;0;15;0;11;0;0;3;13;79;567;22;1;3
193;2;18;547;119;0;45;0;3;0;0;0;26;80;416;10;2;3
208;2;36;764;158;0;27;0;3;0;0;5;17;81;459;5;0;3
169;2;10;714;139;0;23;0;3;0;0;3;10;82;368;9;2;3
39;2;3;260;92;0;10;0;0;0;0;1;3;83;157;9;0;3
221;2;38;690;176;0;44;0;1;0;0;2;18;84;515;13;2;3
134;2;26;497;176;0;16;0;1;0;0;2;10;85;369;3;1;3
130;2;24;553;99;0;64;0;0;0;0;4;31;86;367;13;2;3
101;2;25;492;65;0;49;0;0;0;0;4;30;87;278;3;1;3
123;2;53;620;94;0;73;0;0;0;0;4;42;88;402;13;0;3
112;2;39;558;70;0;62;0;0;0;0;4;28;89;330;14;1;3
160;2;26;546;85;0;34;0;0;0;0;2;28;90;344;7;2;3
95;2;26;395;53;0;33;0;2;0;0;5;22;91;242;6;0;3
170;2;9;641;128;0;41;0;1;0;0;4;13;92;374;7;1;3
180;2;10;667;112;0;29;0;14;0;0;5;9;93;375;15;1;3
187;2;15;707;107;0;30;0;7;0;0;5;22;94;386;11;2;3
169;2;22;537;74;0;57;0;0;0;0;13;26;95;376;13;2;3
210;2;35;812;68;0;138;0;2;0;0;6;44;96;509;4;2;3
134;2;15;518;56;0;79;0;1;0;0;5;23;97;319;6;0;3
146;2;17;875;129;0;98;0;6;0;0;2;28;98;436;7;3;3
