SPOE;BZ;OEVP;WBER;FPOE;WIFF;GRUE;SLP;GFW;FREIE;M;ANDAS;NEOS;SPR;ABG.;UNG.;WWW;WK
158;19;142;882;136;0;47;0;1;0;0;5;44;60;564;30;1;14
110;19;91;585;80;0;51;0;0;0;0;1;56;61;391;2;0;14
137;19;114;756;123;0;42;0;2;0;0;1;67;62;493;5;2;14
125;19;87;681;119;0;32;0;1;0;0;1;38;63;432;27;2;14
208;19;84;811;171;0;39;0;0;0;0;4;58;64;578;13;1;14
207;19;47;798;162;0;28;0;9;0;0;4;30;65;500;10;3;14
197;19;59;838;137;0;30;0;2;0;0;3;23;66;477;25;1;14
179;19;57;726;148;0;20;0;0;0;0;2;32;67;448;9;1;14
99;19;79;551;76;0;34;0;0;0;0;3;42;68;348;14;1;14
153;19;95;702;103;0;44;0;0;0;0;4;58;69;463;6;0;14
186;19;110;811;102;0;54;0;3;0;0;1;64;70;531;10;1;14
154;19;120;811;158;0;56;0;0;0;0;3;52;71;559;16;0;14
113;19;90;567;57;0;21;0;0;0;0;2;54;72;339;1;1;14
0;19;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;14
0;19;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;14
2527;19;1473;0;1528;0;808;0;28;0;0;49;676;75;7177;70;18;14
80;20;19;0;46;0;23;0;0;0;0;2;8;0;179;1;0;15
178;20;20;828;105;0;117;2;3;0;0;6;30;1;487;24;2;15
214;20;39;1004;119;0;134;1;4;0;0;8;42;2;590;27;2;15
219;20;33;992;106;0;138;1;3;0;0;10;39;3;568;18;1;15
169;20;8;848;100;0;97;2;25;0;0;7;19;4;452;24;1;15
214;20;46;924;169;0;43;2;21;0;0;6;20;5;542;19;2;15
195;20;56;865;150;0;70;1;7;0;0;1;20;6;513;12;1;15
244;20;22;898;128;0;88;0;2;0;0;3;26;7;543;30;0;15
162;20;20;767;110;0;81;2;14;0;0;10;24;8;443;20;0;15
196;20;37;822;113;0;88;0;4;0;0;8;36;9;498;16;0;15
177;20;30;893;131;0;86;1;3;0;0;4;17;10;480;31;0;15
176;20;37;977;155;0;69;0;12;0;0;3;18;11;485;14;1;15
203;20;21;821;161;0;52;0;14;0;0;3;24;12;483;4;1;15
254;20;36;1058;212;0;55;0;19;0;0;3;29;13;626;18;0;15
201;20;27;895;154;0;27;1;21;0;0;2;13;14;461;14;1;15
224;20;18;1071;201;0;41;1;51;0;0;7;22;15;584;18;1;15
193;20;38;879;147;0;62;1;8;0;0;10;22;16;496;14;1;15
165;20;23;751;159;0;42;2;8;0;0;2;14;17;428;12;1;15
203;20;23;911;165;0;59;1;14;0;0;4;20;18;506;16;1;15
233;20;51;996;177;0;45;2;12;0;0;6;31;19;569;12;0;15
93;20;17;532;85;0;41;2;11;0;0;4;10;20;273;10;0;15
192;20;11;764;159;0;22;0;28;0;0;2;11;21;446;20;1;15
219;20;23;896;188;0;17;2;16;0;0;3;20;22;498;10;0;15
212;20;24;802;165;0;10;0;35;0;0;3;5;23;469;14;1;15
274;20;30;1066;217;0;36;1;17;0;0;3;28;24;639;32;1;15
210;20;40;771;126;0;49;2;6;0;0;6;26;25;471;6;0;15
259;20;23;889;205;0;14;0;9;0;0;4;10;26;575;51;0;15
242;20;51;919;201;0;68;0;7;0;0;2;18;27;604;13;2;15
168;20;9;694;135;0;40;1;20;0;0;6;7;28;405;19;0;15
204;20;14;886;198;0;17;1;24;0;0;3;14;29;492;16;1;15
187;20;6;692;159;0;23;1;18;0;0;7;10;30;427;15;1;15
270;20;25;964;183;0;82;0;5;0;0;8;38;31;631;20;0;15
192;20;17;729;151;0;7;0;8;0;0;3;11;32;400;11;0;15
197;20;16;858;131;0;33;2;16;0;0;3;19;33;438;20;1;15
183;20;33;833;184;0;38;3;26;0;0;3;14;34;518;34;0;15
135;20;15;567;123;0;20;0;17;0;0;8;11;35;349;20;0;15
217;20;22;974;133;0;82;2;6;0;0;3;29;36;531;36;1;15
205;20;18;837;111;0;29;0;6;0;0;3;9;37;396;15;0;15
121;20;16;417;47;0;33;0;12;0;0;2;12;38;253;10;0;15
215;20;18;855;229;0;10;4;19;0;0;4;9;39;519;10;1;15
225;20;13;931;217;0;16;2;40;0;0;4;12;40;546;16;1;15
182;20;19;738;147;0;24;2;9;0;0;6;14;41;416;12;1;15
145;20;22;533;60;0;52;0;6;0;0;4;15;42;307;3;0;15
208;20;12;1009;189;0;17;1;20;0;0;3;14;43;504;38;2;15
234;20;31;1025;190;0;56;0;10;0;0;9;33;44;596;31;2;15
206;20;29;966;196;0;36;0;14;0;0;3;27;45;535;24;0;15
155;20;26;712;84;0;69;0;10;0;0;9;25;46;400;20;2;15
177;20;20;622;110;0;26;0;8;0;0;1;18;47;387;25;2;15
238;20;21;965;155;0;49;3;12;0;0;7;28;48;531;16;2;15
178;20;18;812;140;0;40;1;8;0;0;3;15;49;418;15;0;15
123;20;14;455;83;0;27;0;5;0;0;2;11;50;274;9;0;15
143;20;6;703;132;0;12;0;3;0;0;6;9;51;334;23;0;15
207;20;23;910;174;0;34;0;7;0;0;4;13;52;483;21;0;15
165;20;27;726;116;0;50;0;8;0;0;3;21;53;406;12;4;15
163;20;25;639;103;0;47;0;0;0;0;4;23;54;377;12;0;15
176;20;24;739;123;0;43;0;10;0;0;6;19;55;409;7;1;15
176;20;24;737;107;0;60;1;9;0;0;5;20;56;416;13;1;15
195;20;15;864;135;0;80;0;17;0;0;8;24;57;486;12;0;15
202;20;39;804;177;0;27;0;7;0;0;5;20;58;482;5;0;15
2596;20;426;0;1595;0;839;11;50;0;0;67;347;59;6010;69;10;15
148;21;19;0;105;0;25;0;2;0;0;3;8;0;325;12;3;16
123;21;44;648;139;5;33;0;3;0;0;2;14;1;373;8;2;16
152;21;26;732;169;8;18;0;9;0;0;4;16;2;415;13;0;16
143;21;35;1028;202;9;27;0;2;0;0;8;18;3;460;15;1;16
244;21;34;924;230;15;35;0;1;0;0;5;26;4;605;12;3;16
198;21;17;652;134;9;12;0;0;0;0;1;7;5;405;26;1;16
160;21;52;876;194;12;45;0;0;0;0;4;27;6;515;20;1;16
182;21;28;724;168;6;29;0;0;0;0;2;17;7;436;3;1;16
218;21;21;953;219;4;14;0;6;0;0;2;12;8;503;5;2;16
180;21;38;839;156;2;46;0;6;0;0;7;22;9;468;10;1;16
154;21;51;849;181;10;51;0;3;0;0;2;26;10;497;19;0;16
279;21;39;1101;277;17;41;0;6;0;0;3;30;11;717;23;2;16
184;21;22;821;214;9;23;0;1;0;0;5;13;12;489;18;0;16
192;21;19;888;248;11;16;0;5;0;0;2;11;13;514;10;0;16
213;21;55;953;248;9;50;0;1;0;0;8;28;14;621;9;0;16
206;21;45;910;216;10;28;0;7;0;0;5;28;15;571;26;0;16
282;21;66;1149;322;4;81;0;1;0;0;4;43;16;833;29;1;16
188;21;40;941;230;3;62;0;6;0;0;5;35;17;596;25;2;16
200;21;27;854;211;4;65;0;0;0;0;7;49;18;574;11;0;16
274;21;57;1038;238;9;41;0;3;0;0;7;20;19;681;32;0;16
236;21;52;979;198;9;72;0;5;0;0;6;29;20;637;30;0;16
225;21;45;959;211;12;78;0;1;0;0;7;28;21;632;25;0;16
160;21;45;780;194;7;26;0;2;0;0;5;24;22;492;28;1;16
198;21;39;817;137;9;46;0;7;0;0;5;18;23;489;29;1;16
183;21;16;783;190;13;41;0;2;0;0;7;19;24;479;8;0;16
203;21;16;819;132;5;126;0;0;0;0;9;39;25;540;10;0;16
222;21;24;830;197;4;56;0;7;0;0;3;24;26;547;10;0;16
145;21;20;597;149;11;18;0;0;0;0;1;13;27;371;13;1;16
151;21;27;755;189;10;23;0;8;0;0;5;10;28;434;9;2;16
123;21;9;549;149;7;7;0;0;0;0;4;9;29;317;9;0;16
110;21;1;628;151;5;10;0;7;0;0;5;4;30;310;17;0;16
268;21;33;946;238;7;25;0;2;0;0;0;15;31;607;17;2;16
183;21;15;841;192;6;34;0;8;0;0;4;18;32;476;15;1;16
188;21;13;759;193;15;19;0;5;0;0;2;12;33;470;19;4;16
123;21;7;616;134;5;9;0;13;0;0;2;9;34;309;6;1;16
165;21;6;724;199;3;12;0;2;0;0;5;5;35;411;13;1;16
236;21;36;984;218;11;39;0;6;0;0;8;22;36;616;40;0;16
207;21;22;912;180;9;29;0;5;0;0;3;13;37;481;11;2;16
169;21;25;688;176;10;20;0;3;0;0;3;32;38;456;18;0;16
151;21;20;840;204;15;20;0;7;0;0;0;7;39;453;28;1;16
237;21;18;979;246;16;16;0;4;0;0;8;16;40;586;23;2;16
175;21;30;839;221;9;44;0;0;0;0;4;25;41;523;14;1;16
171;21;30;909;204;17;40;0;6;0;0;9;30;42;512;5;0;16
204;21;49;760;161;8;52;0;1;0;0;3;34;43;532;20;0;16
132;21;17;617;135;9;27;0;0;0;0;2;22;44;353;8;1;16
205;21;20;766;188;9;16;0;2;0;0;5;13;45;479;20;1;16
184;21;23;730;198;24;27;0;1;0;0;6;21;46;508;22;2;16
231;21;33;933;258;12;24;0;5;0;0;10;18;47;608;16;1;16
227;21;46;959;235;10;65;0;2;0;0;2;57;48;684;36;4;16
164;21;18;622;168;8;8;0;2;0;0;3;10;49;402;21;0;16
209;21;18;757;187;14;17;0;1;0;0;4;9;50;492;32;1;16
233;21;59;883;216;14;32;0;0;0;0;2;29;51;600;13;2;16
230;21;40;760;189;18;32;0;2;0;0;1;30;52;557;15;0;16
165;21;54;763;176;13;36;0;0;0;0;2;33;53;508;29;0;16
194;21;44;718;152;12;32;0;0;0;0;4;28;54;506;40;0;16
173;21;22;674;178;9;10;0;1;0;0;5;11;55;433;24;0;16
225;21;34;958;244;10;8;0;1;0;0;2;6;56;551;21;0;16
156;21;14;741;231;10;10;0;1;0;0;6;4;57;451;18;1;16
208;21;71;837;184;7;53;0;0;0;0;3;29;58;580;24;1;16
194;21;89;760;193;5;41;0;5;0;0;5;25;59;577;20;0;16
163;21;35;802;267;18;24;0;1;0;0;2;5;60;550;35;0;16
231;21;67;963;222;10;52;0;1;0;0;2;54;61;681;41;1;16
176;21;21;808;225;7;51;0;1;0;0;5;36;62;531;9;0;16
185;21;34;851;267;3;25;0;2;0;0;4;21;63;552;11;0;16
210;21;25;891;274;9;27;0;1;0;0;3;19;64;602;30;4;16
197;21;79;914;197;12;40;0;0;0;0;2;32;65;580;20;1;16
173;21;29;810;242;11;36;0;0;0;0;3;23;66;551;34;0;16
241;21;38;793;184;7;34;0;0;0;0;1;26;67;556;24;1;16
258;21;30;970;287;8;36;0;1;0;0;5;27;68;674;22;0;16
167;21;24;714;223;7;15;0;2;0;0;2;18;69;472;14;0;16
225;21;34;778;181;10;25;0;3;0;0;4;16;70;545;46;1;16
207;21;33;720;140;5;10;0;2;0;0;3;10;71;426;16;0;16
189;21;19;928;249;11;26;0;5;0;0;7;22;72;544;15;1;16
186;21;7;835;218;8;14;0;24;0;0;0;6;73;483;19;1;16
177;21;5;722;176;7;3;0;14;0;0;3;1;74;403;15;2;16
182;21;12;719;154;7;5;0;24;0;0;1;2;75;405;16;2;16
192;21;23;843;221;11;20;0;0;0;0;6;15;76;511;23;0;16
235;21;20;1010;311;5;9;0;14;0;0;3;13;77;619;8;1;16
266;21;23;1113;313;4;16;0;10;0;0;1;12;78;672;23;4;16
276;21;20;1121;328;8;12;0;15;0;0;4;17;79;726;46;0;16
240;21;16;983;259;10;14;0;10;0;0;1;10;80;602;42;0;16
224;21;16;923;230;6;16;0;9;0;0;3;11;81;543;28;0;16
250;21;17;904;223;1;10;0;10;0;0;2;12;82;534;9;0;16
277;21;30;1031;257;18;6;0;19;0;0;4;5;83;636;20;0;16
234;21;30;949;201;12;80;0;3;0;0;5;26;84;607;15;1;16
234;21;26;837;236;8;10;0;1;0;0;2;14;85;566;31;4;16
233;21;32;998;281;4;29;0;12;0;0;4;15;86;620;8;2;16
325;21;29;979;229;9;9;0;13;0;0;2;9;87;662;37;0;16
184;21;20;695;202;5;28;0;5;0;0;3;13;88;478;18;0;16
238;21;24;902;276;6;23;0;1;0;0;3;21;89;601;9;0;16
215;21;26;833;276;12;16;0;1;0;0;2;20;90;585;16;1;16
295;21;59;1023;248;7;48;0;5;0;0;5;28;91;705;7;3;16
211;21;49;795;233;8;21;0;0;0;0;5;20;92;569;20;2;16
232;21;31;832;235;8;52;0;1;0;0;7;25;93;627;36;0;16
238;21;47;823;204;9;57;0;1;0;0;5;38;94;624;23;2;16
194;21;36;1079;293;10;35;0;1;0;0;3;37;95;629;20;0;16
242;21;24;930;228;3;47;0;5;0;0;7;34;96;612;20;2;16
159;21;28;785;149;3;43;0;0;0;0;2;26;97;433;23;0;16
221;21;71;926;213;8;60;0;0;0;0;5;26;98;611;4;3;16
112;21;23;439;122;3;14;0;4;0;0;1;15;99;310;16;0;16
153;21;83;928;255;5;34;0;2;0;0;4;29;100;588;22;1;16
146;21;21;752;285;5;13;0;2;0;0;2;10;101;496;10;2;16
179;21;13;802;292;17;14;0;1;0;0;6;8;102;540;9;1;16
127;21;15;679;232;8;8;0;0;0;0;1;11;103;432;29;1;16
215;21;18;1041;314;18;5;0;6;0;0;8;12;104;626;29;1;16
160;21;5;906;297;5;11;0;5;0;0;4;5;105;503;10;1;16
215;21;14;997;275;16;9;0;2;0;0;3;6;106;586;46;0;16
188;21;10;890;260;15;16;0;4;0;0;4;17;107;543;29;0;16
299;21;47;1244;359;9;42;0;0;0;0;10;36;108;854;49;3;16
308;21;51;1066;283;16;53;0;0;0;0;9;41;109;791;29;1;16
228;21;9;961;310;9;21;0;1;0;0;3;14;110;600;4;1;16
203;21;35;881;312;17;31;0;1;0;0;5;19;111;639;15;1;16
181;21;60;673;154;12;34;0;0;0;0;6;27;112;490;15;1;16
198;21;70;756;145;4;45;0;0;0;0;3;36;113;517;16;0;16
193;21;11;1102;344;14;12;0;2;0;0;4;13;114;622;28;1;16
216;21;50;886;216;9;42;0;1;0;0;11;26;115;595;23;1;16
207;21;52;936;258;8;62;0;3;0;0;6;42;116;671;31;2;16
199;21;80;770;163;7;46;0;0;0;0;3;38;117;550;13;1;16
199;21;78;871;229;17;43;0;1;0;0;7;32;118;637;31;0;16
189;21;99;775;187;8;44;0;0;0;0;1;42;119;593;22;1;16
178;21;30;885;318;11;39;0;0;0;0;8;37;120;631;10;0;16
204;21;31;931;320;18;23;0;1;0;0;4;31;121;644;11;1;16
162;21;34;740;248;10;32;0;1;0;0;2;25;122;524;10;0;16
152;21;33;757;200;8;72;0;9;0;0;5;34;123;526;12;1;16
127;21;20;580;95;0;38;0;0;0;0;2;28;124;318;8;0;16
0;21;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;16
5014;21;892;0;3762;199;911;0;28;0;0;105;475;126;11591;185;20;16
154;22;23;0;116;0;35;0;0;0;0;6;24;0;369;10;1;17
233;22;41;840;131;0;70;0;5;0;0;4;39;1;539;12;4;17
229;22;39;882;128;0;71;0;3;0;0;3;36;2;520;10;1;17
215;22;33;943;114;0;77;0;1;0;0;1;36;3;484;5;2;17
82;22;27;428;92;0;18;0;0;0;0;3;16;4;253;14;1;17
151;22;13;618;157;0;18;0;3;0;0;3;3;5;362;14;0;17
179;22;25;632;91;0;79;0;0;0;0;1;38;6;431;18;0;17
169;22;8;793;173;0;16;0;6;0;0;8;11;7;422;28;3;17
185;22;22;753;183;0;25;0;8;0;1;3;12;8;457;17;1;17
193;22;33;803;188;0;40;0;0;0;0;9;27;9;494;4;0;17
181;22;57;826;141;0;55;0;2;0;1;6;27;10;502;31;1;17
210;22;22;737;155;0;12;0;3;0;0;4;14;11;461;39;2;17
223;22;56;950;192;0;46;0;1;0;2;3;38;12;582;19;2;17
296;22;62;1038;259;0;62;0;2;0;2;2;28;13;727;11;3;17
205;22;46;800;154;0;34;0;4;0;0;1;46;14;491;1;0;17
150;22;26;489;98;0;35;0;0;0;0;3;28;15;369;28;1;17
327;22;66;1026;233;0;72;0;3;0;1;3;53;16;781;23;0;17
216;22;21;783;206;0;25;0;2;0;1;5;14;17;502;12;0;17
168;22;12;694;152;0;19;0;4;0;0;1;7;18;369;5;1;17
228;22;42;825;221;0;29;0;2;0;0;1;19;19;557;14;1;17
123;22;18;554;162;0;13;0;0;0;0;2;6;20;331;3;4;17
328;22;12;986;195;0;13;0;28;0;2;3;14;21;622;27;0;17
203;22;17;952;249;0;7;0;8;0;0;2;16;22;508;6;0;17
200;22;17;442;139;0;13;0;6;0;0;2;10;23;402;14;1;17
233;22;25;849;207;0;14;0;6;0;1;4;13;24;529;26;0;17
255;22;46;975;228;0;24;0;13;0;2;0;25;25;602;9;0;17
193;22;35;689;139;0;27;0;5;0;2;5;11;26;427;8;2;17
138;22;10;450;114;0;11;0;6;0;0;3;7;27;300;9;2;17
238;22;12;870;253;0;20;0;6;0;1;5;12;28;555;6;2;17
110;22;8;553;163;0;5;0;5;0;1;1;9;29;306;4;0;17
177;22;27;806;217;0;24;0;2;0;0;4;18;30;485;15;1;17
206;22;34;711;193;0;24;0;1;0;3;6;22;31;505;15;1;17
228;22;35;1020;169;0;74;0;3;0;2;14;38;32;573;9;1;17
220;22;51;813;159;0;48;0;1;0;0;4;39;33;532;10;0;17
178;22;33;720;123;0;46;0;4;0;1;2;24;34;422;11;0;17
198;22;30;993;163;0;88;0;2;0;0;3;30;35;534;20;0;17
203;22;24;832;177;0;56;0;2;0;2;7;31;36;516;12;2;17
183;22;30;761;173;0;28;0;4;0;0;4;34;37;464;7;1;17
130;22;12;438;96;0;16;0;2;0;0;0;11;38;275;8;0;17
226;22;30;796;236;0;23;0;1;0;2;4;19;39;547;6;0;17
270;22;42;901;216;0;67;0;2;0;2;8;38;40;656;9;2;17
245;22;27;1017;297;0;16;0;4;0;1;5;18;41;628;14;1;17
255;22;49;916;214;0;49;0;3;0;3;9;25;42;616;8;1;17
199;22;43;888;206;0;37;0;7;0;1;3;28;43;533;8;1;17
257;22;24;905;226;0;38;0;0;0;1;4;24;44;595;21;0;17
208;22;26;845;294;0;31;0;0;0;0;11;23;45;616;20;3;17
225;22;33;964;304;0;30;0;6;0;0;5;24;46;644;15;2;17
248;22;27;852;249;0;32;0;1;0;2;5;28;47;610;17;1;17
185;22;25;706;181;0;42;0;9;0;0;2;17;48;469;6;2;17
155;22;82;721;150;0;43;0;0;0;0;6;30;49;481;15;0;17
230;22;31;975;257;0;35;0;4;0;0;4;32;50;631;36;2;17
219;22;22;780;215;0;17;0;8;0;1;3;17;51;512;10;0;17
188;22;58;872;209;0;71;0;0;0;2;4;46;52;588;9;1;17
193;22;22;664;182;0;14;0;3;0;0;2;9;53;446;19;2;17
153;22;11;648;187;0;9;0;12;0;0;2;7;54;396;15;0;17
201;22;15;855;263;0;12;0;9;0;0;0;11;55;516;4;1;17
225;22;40;999;281;0;23;0;0;0;0;7;24;56;633;31;2;17
212;22;32;780;241;0;24;0;2;0;0;2;16;57;567;36;2;17
156;22;10;670;208;0;5;0;11;0;0;2;7;58;407;6;2;17
166;22;10;710;212;0;13;0;1;0;0;3;15;59;432;11;1;17
195;22;27;880;260;0;18;0;4;0;0;6;19;60;543;13;1;17
157;22;26;796;249;0;23;0;8;0;3;5;26;61;507;9;1;17
191;22;29;714;192;0;18;0;2;0;1;2;24;62;467;8;0;17
196;22;35;816;252;0;17;0;5;0;1;1;18;63;535;10;0;17
205;22;15;865;253;0;12;0;7;0;1;0;9;64;521;19;0;17
210;22;20;752;198;0;13;0;3;0;0;3;11;65;472;13;1;17
167;22;27;710;228;0;22;0;1;0;3;6;25;66;487;7;1;17
204;22;10;836;175;0;9;0;11;0;1;2;2;67;429;15;0;17
263;22;9;927;199;0;8;0;6;0;0;8;0;68;500;7;0;17
222;22;10;833;207;0;24;0;10;0;0;2;7;69;491;8;1;17
175;22;23;868;227;0;21;0;0;0;2;6;28;70;498;16;0;17
176;22;58;845;227;0;46;0;0;0;2;3;30;71;564;21;1;17
234;22;26;830;188;0;65;0;5;0;1;9;28;72;577;18;3;17
171;22;10;682;189;0;5;0;11;0;0;1;3;73;395;4;1;17
158;22;36;696;193;0;40;0;6;0;0;4;20;74;470;13;0;17
111;22;19;467;130;0;24;0;2;0;0;4;14;75;311;6;1;17
198;22;51;764;212;0;32;0;1;0;0;5;33;76;542;9;1;17
220;22;21;704;196;0;19;0;1;0;0;5;11;77;488;15;0;17
335;22;42;1072;227;0;34;0;3;0;0;9;21;78;686;12;3;17
195;22;21;629;128;0;60;0;1;0;1;5;29;79;450;10;0;17
153;22;50;532;104;0;45;0;0;0;1;4;24;80;399;18;0;17
297;22;51;1148;261;0;88;0;3;0;2;6;58;81;789;21;2;17
224;22;47;860;218;0;53;0;0;0;0;7;24;82;598;25;0;17
206;22;47;703;139;0;53;0;1;0;2;2;16;83;487;21;0;17
252;22;48;870;215;0;71;0;0;0;2;7;42;84;647;9;1;17
195;22;15;858;227;0;16;0;4;0;1;2;15;85;481;5;1;17
235;22;16;866;216;0;18;0;1;0;0;8;12;86;516;9;1;17
187;22;55;764;166;0;72;0;1;0;1;5;24;87;537;25;1;17
244;22;27;804;200;0;41;0;2;0;0;9;21;88;554;8;2;17
192;22;23;820;223;0;38;0;2;0;0;4;41;89;548;25;0;17
184;22;22;695;188;0;34;0;0;0;0;9;29;90;474;7;1;17
222;22;21;950;279;0;41;0;2;0;1;8;35;91;632;22;1;17
246;22;39;1048;290;0;54;0;1;0;2;4;25;92;699;37;1;17
255;22;70;1086;267;0;57;0;2;0;1;10;51;93;741;27;1;17
350;22;47;1139;293;0;59;0;1;0;1;5;47;94;818;13;2;17
227;22;50;1107;234;0;74;0;0;0;2;7;47;95;657;14;2;17
256;22;38;964;249;0;46;0;2;0;1;7;26;96;638;13;0;17
238;22;38;897;234;0;40;0;1;0;3;5;21;97;587;7;0;17
263;22;55;1022;242;0;66;0;3;0;0;4;41;98;693;19;0;17
310;22;36;918;200;0;33;0;0;0;1;2;27;99;634;25;0;17
246;22;45;884;214;0;56;0;1;0;1;6;32;100;608;4;3;17
207;22;41;898;238;0;38;0;0;0;1;4;23;101;586;34;0;17
177;22;43;819;160;0;81;0;1;0;0;4;28;102;508;14;0;17
195;22;50;833;235;0;44;0;0;0;2;11;44;103;593;11;1;17
278;22;64;852;153;0;58;0;0;0;0;3;40;104;603;7;0;17
134;22;44;555;121;0;53;0;0;0;0;7;22;105;393;12;0;17
159;22;33;691;231;0;40;0;2;0;1;2;24;106;501;9;0;17
213;22;60;817;208;0;52;0;6;0;2;5;21;107;585;18;0;17
195;22;52;729;187;0;56;0;0;0;0;6;31;108;560;33;0;17
206;22;45;654;139;0;39;0;0;0;1;4;34;109;478;10;0;17
256;22;53;961;266;0;46;0;1;0;1;7;37;110;692;25;0;17
243;22;51;871;229;0;45;0;3;0;0;2;41;111;657;43;0;17
237;22;23;997;277;0;36;0;6;0;1;8;32;112;640;19;1;17
219;22;51;880;203;0;30;0;2;0;0;3;27;113;552;15;2;17
159;22;27;736;227;0;20;0;0;0;1;3;28;114;481;15;1;17
228;22;44;944;240;0;28;0;0;0;2;4;39;115;591;5;1;17
266;22;44;956;272;0;64;0;0;0;1;7;46;116;715;14;1;17
212;22;53;797;258;0;17;0;1;0;1;4;23;117;595;25;1;17
180;22;23;838;301;0;33;0;1;0;1;3;32;118;587;11;2;17
230;22;61;898;240;0;41;0;1;0;2;7;23;119;617;12;0;17
210;22;32;881;276;0;31;0;0;0;0;1;26;120;604;26;2;17
242;22;57;945;224;0;29;0;1;0;0;4;40;121;633;34;2;17
154;22;24;555;159;0;17;0;1;0;0;2;13;122;384;14;0;17
220;22;32;768;192;0;38;0;2;0;0;9;37;123;547;17;0;17
236;22;44;806;203;0;35;0;4;0;1;5;21;124;571;22;0;17
269;22;42;897;224;0;49;0;1;0;2;3;49;125;668;29;0;17
221;22;37;708;179;0;34;0;0;0;4;3;26;126;536;30;2;17
290;22;54;1030;339;0;38;0;1;0;0;4;35;127;781;19;1;17
137;22;24;619;217;0;28;0;2;0;2;0;22;128;442;10;0;17
240;22;51;858;238;0;27;0;3;0;0;4;36;129;619;19;1;17
194;22;70;880;319;0;38;0;0;0;0;4;26;130;671;20;0;17
260;22;27;887;247;0;44;0;1;0;0;3;44;131;632;6;0;17
166;22;47;640;177;0;25;0;1;0;0;1;16;132;442;9;0;17
161;22;23;540;150;0;22;0;2;0;2;2;16;133;395;17;0;17
217;22;21;891;279;0;8;0;11;0;0;6;13;134;593;36;2;17
211;22;23;898;266;0;10;0;25;0;1;0;14;135;569;17;2;17
248;22;29;993;297;0;22;0;9;0;0;2;19;136;681;54;1;17
177;22;20;843;207;0;8;0;17;0;1;6;14;137;471;19;2;17
185;22;45;794;228;0;19;0;3;0;2;2;27;138;524;13;0;17
224;22;34;835;268;0;32;0;3;0;1;15;20;139;611;14;0;17
207;22;36;742;203;0;31;0;3;0;1;4;23;140;537;28;1;17
135;22;6;688;205;0;6;0;4;0;0;1;9;141;374;8;0;17
106;22;9;365;113;0;8;0;5;0;0;5;2;142;253;5;0;17
224;22;20;879;249;0;3;0;7;0;0;5;9;143;534;17;0;17
173;22;38;751;178;0;49;0;0;0;2;2;31;144;480;7;0;17
180;22;62;704;175;0;29;0;1;0;1;1;49;145;509;11;0;17
268;22;42;848;209;0;36;0;0;0;2;3;28;146;597;8;1;17
234;22;32;1090;230;0;52;0;0;0;1;5;41;147;610;14;1;17
233;22;32;765;146;0;45;0;7;0;0;2;28;148;508;13;2;17
176;22;52;673;112;0;34;0;1;0;1;3;24;149;414;11;0;17
192;22;27;976;234;0;108;0;2;0;2;11;51;150;641;14;0;17
167;22;13;702;214;0;51;0;6;0;0;4;28;151;492;9;0;17
148;22;16;591;127;0;53;0;3;0;1;4;27;152;415;36;0;17
0;22;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;17
0;22;0;0;0;0;0;0;0;0;0;0;0;154;0;0;0;17
0;22;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;17
0;22;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;17
0;22;0;0;0;0;0;0;0;0;0;0;0;157;0;0;0;17
5759;22;998;0;4177;0;1175;0;39;0;30;117;715;158;13198;156;32;17
98;23;29;0;60;0;17;0;2;0;0;4;8;0;224;5;1;18
153;23;29;810;187;0;28;0;0;0;0;3;21;1;481;58;2;18
153;23;37;667;148;0;31;0;2;0;0;3;5;2;398;16;3;18
237;23;50;901;190;0;56;0;1;0;0;11;40;3;612;25;2;18
213;23;32;632;162;0;29;0;0;0;0;0;22;4;466;7;1;18
166;23;38;522;134;0;33;0;0;0;0;0;19;5;402;11;1;18
167;23;36;562;123;0;27;0;2;0;0;6;17;6;382;3;1;18
185;23;34;602;144;0;40;0;0;0;0;3;26;7;450;17;1;18
191;23;43;560;130;0;18;0;1;0;0;3;15;8;407;4;2;18
188;23;35;656;155;0;49;0;2;0;0;0;29;9;487;26;3;18
212;23;43;678;168;0;51;0;0;0;0;3;24;10;516;14;1;18
157;23;31;595;144;0;38;0;2;0;0;1;20;11;408;10;5;18
176;23;60;745;147;0;46;0;2;0;0;4;38;12;493;20;0;18
162;23;47;948;172;0;21;0;1;0;0;3;31;13;457;20;0;18
260;23;25;873;158;0;60;0;3;0;0;8;25;14;563;18;6;18
159;23;41;671;156;0;42;0;0;0;0;3;23;15;439;15;0;18
175;23;26;741;160;0;35;0;7;0;0;3;23;16;454;24;1;18
179;23;41;722;161;0;51;0;1;0;0;6;30;17;498;27;2;18
154;23;85;733;90;0;63;0;2;0;0;3;44;18;460;18;1;18
168;23;42;678;134;0;43;0;0;0;0;3;46;19;457;21;0;18
125;23;47;561;125;0;44;0;1;0;0;8;27;20;387;9;1;18
104;23;28;479;94;0;35;0;3;0;0;2;33;21;313;14;0;18
147;23;48;646;125;0;34;0;0;0;0;4;31;22;403;14;0;18
